id,postcode,latitude,longitude
187,AB219LX,57.175291000000000,-2.163056000000000
188,AB219LZ,57.179207050000000,-2.177198966000000
189,AB219NA,57.175570700000000,-2.162643772000000
190,AB219NB,57.173947000000000,-2.160685000000000
191,AB219ND,57.173674790000000,-2.155970565000000
192,AB219NL,57.173624020000000,-2.153308000000000
193,AB219NN,57.173438430000000,-2.150925469000000
194,AB219NP,57.176529000000000,-2.157653000000000
196,AB219NS,57.175681580000000,-2.153068162000000
197,AB219NT,57.178448000000000,-2.160026000000000
198,AB219NU,57.179164140000000,-2.169242736000000
199,AB219NX,57.178122000000000,-2.162324000000000
200,AB219NY,57.176121900000000,-2.159950000000000
201,AB219PA,57.179328940000000,-2.166927798000000
202,AB219PB,57.178482240000000,-2.168644164000000
203,AB219PD,57.175053140000000,-2.173474379000000
204,AB210TG,57.191695230000000,-2.287688298000000
205,AB210TH,57.194003330000000,-2.279978680000000
206,AB210TJ,57.201902300000000,-2.278664796000000
207,AB210TL,57.197769000000000,-2.278898000000000
208,AB210TN,57.187418320000000,-2.276140172000000
209,AB210TP,57.186994920000000,-2.288644382000000
210,AB210TQ,57.182373000000000,-2.294581507000000
211,AB210TR,57.178136000000000,-2.300716000000000
212,AB210TS,57.184608200000000,-2.303068000000000
213,AB210TT,57.190900460000000,-2.257899000000000
214,AB210TU,57.196678000000000,-2.242318000000000
215,AB210TW,57.207544330000000,-2.286321875000000
216,AB210TX,57.197914910000000,-2.265759600000000
217,AB210TY,57.199614690000000,-2.264811934000000
218,AB210TZ,57.189460050000000,-2.274964162000000
219,AB210UA,57.263783990000000,-2.187685168000000
220,AB210UB,57.215489740000000,-2.195006101000000
221,AB210UD,57.273075470000000,-2.185527002000000
222,AB210UE,57.263270800000000,-2.155969000000000
223,AB210UF,57.267002100000000,-2.173641764000000
224,AB210UG,57.243947180000000,-2.184154000000000
226,AB210UL,57.271847000000000,-2.170829000000000
227,AB210UN,57.284776430000000,-2.155130503000000
228,AB210UP,57.284128480000000,-2.169923947000000
229,AB210UQ,57.266230400000000,-2.179440986000000
230,AB210UR,57.261788000000000,-2.182536000000000
231,AB210US,57.250403420000000,-2.178850210000000
232,AB210UT,57.237880080000000,-2.179684101000000
233,AB210UU,57.263199410000000,-2.188146382000000
234,AB210UW,57.263080500000000,-2.183520461000000
235,AB210UX,57.310188940000000,-2.258685064000000
236,AB210UY,57.264162850000000,-2.186626062000000
237,AB210UZ,57.263236800000000,-2.187168456000000
238,AB210WA,57.206190420000000,-2.289141902000000
239,AB210WB,57.264961700000000,-2.187044583000000
240,AB210WF,57.264052000000000,-2.182315000000000
241,AB210WG,57.265638920000000,-2.184677176000000
242,AB210WH,57.202854280000000,-2.286732425000000
243,AB210WJ,57.267045190000000,-2.193322387000000
244,AB210WL,57.266066430000000,-2.193085139000000
245,AB210WN,57.266369870000000,-2.194048000000000
246,AB210WP,57.266651020000000,-2.192623968000000
247,AB210WQ,57.267774070000000,-2.192497195000000
249,AB210WW,57.266947510000000,-2.186640165000000
251,AB210WZ,57.270407150000000,-2.191781366000000
252,AB210XA,57.203444110000000,-2.284121864000000
253,AB210XB,57.204089230000000,-2.284855102000000
254,AB210XD,57.203399660000000,-2.287862156000000
255,AB210XF,57.262629880000000,-2.184529474000000
256,AB210XG,57.263500790000000,-2.184815667000000
257,AB210XN,57.202366250000000,-2.283600000000000
258,AB210XP,57.201675770000000,-2.283545546000000
259,AB210XQ,57.207496920000000,-2.287414027000000
260,AB210XR,57.208036910000000,-2.286971281000000
261,AB210XS,57.207597470000000,-2.286653354000000
262,AB210XT,57.207136130000000,-2.288056794000000
263,AB210XU,57.206909770000000,-2.288833023000000
264,AB210XW,57.205923180000000,-2.288163207000000
265,AB210XX,57.205224160000000,-2.287446008000000
266,AB210XY,57.237482890000000,-2.262399767000000
267,AB210XZ,57.263297290000000,-2.182692626000000
268,AB210YA,57.237669810000000,-2.267470542000000
269,AB210YB,57.236893750000000,-2.264897115000000
270,AB210YD,57.240101000000000,-2.277313000000000
271,AB210YE,57.235829680000000,-2.266827700000000
272,AB210YF,57.237262360000000,-2.264750661000000
273,AB210YG,57.237682310000000,-2.265813950000000
274,AB210YL,57.238205000000000,-2.285599000000000
275,AB210YN,57.202324560000000,-2.286612458000000
276,AB210YP,57.202390980000000,-2.285057176000000
277,AB210YQ,57.248493000000000,-2.263539000000000
278,AB210YR,57.254368500000000,-2.267028000000000
279,AB210YS,57.258119000000000,-2.282123000000000
280,AB210YT,57.263661870000000,-2.273710214000000
281,AB210YX,57.274657200000000,-2.277672388000000
283,AB210ZR,57.205117320000000,-2.294777824000000
284,AB210ZS,57.204815000000000,-2.293152100000000
285,AB210ZT,57.204251790000000,-2.292073000000000
287,AB217AA,57.209580000000000,-2.188584334000000
288,AB217AB,57.211530450000000,-2.187684408000000
289,AB217AD,57.209680080000000,-2.187608788000000
290,AB217AE,57.211316000000000,-2.186806000000000
291,AB217AF,57.212604000000000,-2.190223000000000
292,AB217AG,57.212003910000000,-2.189441674000000
293,AB217AH,57.215315000000000,-2.185419000000000
294,AB217AJ,57.219711080000000,-2.183520076000000
295,AB217AL,57.220165930000000,-2.173189563000000
296,AB217AN,57.208425430000000,-2.166413709000000
297,AB217AP,57.206796320000000,-2.154885520000000
298,AB217AQ,57.215782410000000,-2.144724135000000
299,AB217AR,57.207350970000000,-2.133451472000000
300,AB217AS,57.232142860000000,-2.142485884000000
301,AB217AT,57.222580650000000,-2.153809121000000
302,AB217AU,57.205033890000000,-2.188942467000000
303,AB217AX,57.205005000000000,-2.189803000000000
304,AB217AY,57.205139240000000,-2.190747000000000
305,AB217AZ,57.199855910000000,-2.185473619000000
306,AB217BA,57.205965000000000,-2.190666661000000
307,AB217BB,57.206242570000000,-2.185621556000000
308,AB217BD,57.205855640000000,-2.185752000000000
309,AB217BE,57.206830640000000,-2.188835787000000
310,AB217BG,57.206747570000000,-2.190308574000000
311,AB217BH,57.206553640000000,-2.187857754000000
312,AB217BJ,57.206784310000000,-2.189779068000000
313,AB217BL,57.207434930000000,-2.187216660000000
314,AB217BN,57.206780780000000,-2.186137402000000
315,AB217BP,57.207499980000000,-2.185760302000000
316,AB217BQ,57.207857470000000,-2.186987053000000
317,AB217BR,57.208665880000000,-2.187024254000000
318,AB217BS,57.208185330000000,-2.183959409000000
319,AB217BT,57.207915750000000,-2.184024280000000
320,AB217BU,57.207655250000000,-2.184022983000000
321,AB217BW,57.211715300000000,-2.190433000000000
322,AB217BX,57.207288720000000,-2.182812775000000
323,AB217BY,57.206855330000000,-2.184316951000000
324,AB217DA,57.209628570000000,-2.186002767000000
325,AB217DB,57.210618740000000,-2.184617162000000
326,AB217DD,57.211606150000000,-2.185102197000000
327,AB217DE,57.211309180000000,-2.185464918000000
328,AB217DG,57.209394300000000,-2.180340081000000
329,AB217DH,57.210768780000000,-2.186422378000000
330,AB217DJ,57.210094850000000,-2.186567966000000
331,AB217DL,57.208590990000000,-2.189043433000000
332,AB217DN,57.208160960000000,-2.188279768000000
333,AB217DQ,57.206324500000000,-2.190885740000000
334,AB217DR,57.204417340000000,-2.192696593000000
335,AB217DS,57.204020050000000,-2.194018657000000
336,AB217DT,57.202720240000000,-2.192257411000000
337,AB217DU,57.200492800000000,-2.203433712000000
338,AB217DW,57.200900070000000,-2.190046748000000
339,AB217DX,57.202680310000000,-2.188980083000000
340,AB217DY,57.202411860000000,-2.188283569000000
341,AB217DZ,57.196056570000000,-2.178984224000000
342,AB217EA,57.197985000000000,-2.176434000000000
343,AB217EB,57.202377270000000,-2.187389640000000
344,AB217ED,57.202777970000000,-2.189741936000000
345,AB217EE,57.203588000000000,-2.188505330000000
346,AB217EG,57.205133320000000,-2.194421757000000
347,AB217EH,57.203921580000000,-2.187894023000000
348,AB217EJ,57.203953600000000,-2.190492800000000
349,AB217EL,57.204415540000000,-2.187962743000000
350,AB217EN,57.203716410000000,-2.186932989000000
351,AB217EP,57.205359290000000,-2.187603395000000
352,AB217EQ,57.212316300000000,-2.190767711000000
353,AB217ER,57.211069010000000,-2.189883860000000
354,AB217ES,57.209839260000000,-2.189281582000000
355,AB217ET,57.210369120000000,-2.189367071000000
357,AB217EW,57.205208680000000,-2.186195689000000
358,AB217EX,57.212364120000000,-2.188847526000000
359,AB217EY,57.213773000000000,-2.189798000000000
360,AB217EZ,57.197995270000000,-2.186391000000000
361,AB217FA,57.204347910000000,-2.185115480000000
362,AB217FB,57.205056390000000,-2.185913535000000
363,AB217FD,57.205158710000000,-2.183530530000000
364,AB217FE,57.203754750000000,-2.185311127000000
365,AB217FF,57.203135980000000,-2.184596316000000
366,AB217FG,57.202642510000000,-2.184196624000000
367,AB217FH,57.203678150000000,-2.182414220000000
368,AB217FJ,57.203464770000000,-2.180890432000000
369,AB217FL,57.200303290000000,-2.186667468000000
370,AB217FN,57.201148170000000,-2.186340729000000
371,AB217FP,57.201013040000000,-2.180464668000000
372,AB217FQ,57.201420910000000,-2.184140882000000
373,AB217FR,57.201908880000000,-2.182157222000000
374,AB217FS,57.202110660000000,-2.179278369000000
375,AB217FT,57.202947200000000,-2.178487970000000
376,AB217FU,57.203003580000000,-2.176733810000000
377,AB217FW,57.202178480000000,-2.175786462000000
378,AB217FX,57.202311060000000,-2.183566036000000
379,AB217FY,57.201289450000000,-2.181889360000000
380,AB217FZ,57.202601350000000,-2.175308494000000
381,AB217GA,57.196944400000000,-2.186170592000000
382,AB217GB,57.195444000000000,-2.186080000000000
383,AB217GD,57.197569620000000,-2.188573321000000
384,AB217GF,57.192815000000000,-2.184247000000000
385,AB217GH,57.213452000000000,-2.187892117000000
386,AB217GJ,57.212499680000000,-2.188301888000000
387,AB217GL,57.205910750000000,-2.191231205000000
388,AB217GN,57.196186880000000,-2.182062820000000
389,AB217GQ,57.198723510000000,-2.191806332000000
390,AB217HF,57.211052030000000,-2.183179056000000
391,AB217HG,57.198686000000000,-2.180387000000000
392,AB217JJ,57.208687570000000,-2.178300513000000
393,AB217JL,57.208981660000000,-2.179940771000000
394,AB217JN,57.207428410000000,-2.179386947000000
395,AB217JP,57.207659150000000,-2.181341362000000
396,AB217JQ,57.207425240000000,-2.181588512000000
397,AB217JR,57.207146600000000,-2.181703013000000
398,AB217JS,57.206912900000000,-2.181801182000000
399,AB217JT,57.206643270000000,-2.181899172000000
400,AB217JU,57.207768400000000,-2.180332142000000
401,AB217JW,57.208243690000000,-2.180897284000000
402,AB217JX,57.208199560000000,-2.180350800000000
403,AB217JY,57.208004870000000,-2.178297217000000
404,AB217JZ,57.208596730000000,-2.179011886000000
405,AB217LA,57.210992920000000,-2.180579655000000
406,AB217LB,57.210151590000000,-2.178440017000000
407,AB219PE,57.178185030000000,-2.169221714000000
408,BB13HJ,53.753329860000000,-2.450445251000000
409,BB13HL,53.750024410000000,-2.456991317000000
410,BB13HN,53.751709960000000,-2.453369966000000
411,BB13HP,53.756595000000000,-2.450040000000000
412,BB13HQ,53.749779880000000,-2.459824431000000
413,BB13HR,53.753950920000000,-2.445401611000000
414,BB13HT,53.758904000000000,-2.447957000000000
415,BB13HU,53.755013670000000,-2.450554000000000
416,BB13HW,53.752420680000000,-2.448418510000000
417,BB13HY,53.751346000000000,-2.445178311000000
418,BB13JA,53.752352790000000,-2.444929732000000
419,BB13JB,53.751612530000000,-2.445801486000000
420,BB13JD,53.749095000000000,-2.443834919000000
421,BB13JL,53.749598250000000,-2.455606723000000
422,BB13JP,53.748609470000000,-2.453260746000000
423,BB13JR,53.748787970000000,-2.451215504000000
424,BB13JS,53.748979690000000,-2.452809805000000
425,BB13JT,53.750048710000000,-2.452957789000000
426,BB13JU,53.750226350000000,-2.451261000000000
427,BB13JW,53.749100000000000,-2.454585000000000
428,BB13JX,53.750944630000000,-2.451344782000000
429,BB13JY,53.749134060000000,-2.450006071000000
430,BB13JZ,53.749808420000000,-2.447541461000000
431,BB13LA,53.748216110000000,-2.447918792000000
432,BB13LB,53.749107310000000,-2.447549170000000
433,BB13LD,53.751249740000000,-2.446677216000000
434,BB13LE,53.752096380000000,-2.448612204000000
435,BB13LF,53.751567520000000,-2.448227437000000
436,BB13LG,53.751476500000000,-2.450925863000000
437,BB13LH,53.749389870000000,-2.448901806000000
438,BB13LJ,53.748101330000000,-2.449767570000000
439,BB13LL,53.749180110000000,-2.452099239000000
440,BB13LN,53.749871590000000,-2.452258313000000
441,BB13LP,53.746316800000000,-2.438967408000000
442,BB13LQ,53.750637860000000,-2.449263909000000
443,BB13LR,53.746913380000000,-2.438048656000000
444,BB13LS,53.749816480000000,-2.433120070000000
445,BB13LU,53.749040740000000,-2.433885464000000
446,BB13LW,53.745976820000000,-2.438539293000000
447,BB13LX,53.747821060000000,-2.435616729000000
448,BB13LY,53.748854520000000,-2.433185991000000
449,BB13LZ,53.748594800000000,-2.432925529000000
450,BB13NA,53.747859160000000,-2.435025734000000
451,BB13NB,53.747919520000000,-2.433252187000000
452,BB13ND,53.747577980000000,-2.433248671000000
453,BB13NG,53.746985120000000,-2.433151587000000
454,BB13NH,53.747554780000000,-2.437160672000000
455,BB13NJ,53.748535390000000,-2.436913069000000
456,BB13NN,53.748310030000000,-2.441990668000000
457,BB13NP,53.749944740000000,-2.442295964000000
458,BB13NQ,53.748092270000000,-2.437500000000000
459,BB13NR,53.750085130000000,-2.443434000000000
460,BB13NS,53.749026980000000,-2.442559275000000
461,BB13NT,53.759572420000000,-2.449162131000000
462,BB13NU,53.762635000000000,-2.450150000000000
463,BB13NW,53.749320240000000,-2.441030758000000
464,BB13NY,53.747918150000000,-2.441016066000000
465,BB13WW,53.742930910000000,-2.484903506000000
467,BB14AA,53.770548000000000,-2.460962000000000
468,BB14AB,53.774784000000000,-2.448308000000000
469,BB14AD,53.781207820000000,-2.446464333000000
470,BB14AE,53.787630040000000,-2.452391333000000
471,BB14AF,53.785056230000000,-2.464975928000000
472,BB14AG,53.782237000000000,-2.464444000000000
473,BB14AH,53.778437140000000,-2.427390468000000
474,BB14AJ,53.777202890000000,-2.418015316000000
475,BB14AL,53.773361000000000,-2.424426000000000
476,BB14AN,53.775899000000000,-2.408018000000000
477,BB14AP,53.772233000000000,-2.438282000000000
478,BB14AQ,53.776366830000000,-2.462118136000000
479,BB14AR,53.760986820000000,-2.426121019000000
480,BB14AS,53.756252000000000,-2.425755000000000
481,BB14AT,53.766156000000000,-2.443543000000000
482,BB14AU,53.757918670000000,-2.441894429000000
483,BB14AW,53.763010620000000,-2.423168341000000
485,BB14BH,53.764578470000000,-2.427128275000000
486,BB14BJ,53.765531280000000,-2.427107611000000
487,BB14BL,53.765474460000000,-2.425392805000000
488,BB14BN,53.765614110000000,-2.426562324000000
489,BB14BP,53.766351810000000,-2.426372590000000
490,BB14BQ,53.765161000000000,-2.427876143000000
491,BB14BS,53.766519750000000,-2.422096198000000
492,BB14BW,53.765958940000000,-2.425640430000000
493,BB14BX,53.766954850000000,-2.423602464000000
494,BB14BY,53.766646800000000,-2.424297209000000
495,BB14BZ,53.767333080000000,-2.420709000000000
496,BB14DA,53.768005290000000,-2.421382896000000
497,BB14DB,53.767658950000000,-2.422744811000000
498,BB14DD,53.767969130000000,-2.418879307000000
499,BB14DG,53.768175850000000,-2.418881366000000
500,BB14DH,53.769272460000000,-2.418861946000000
501,BB14DJ,53.769650960000000,-2.418577454000000
502,BB14DL,53.769001250000000,-2.416735243000000
503,BB14DR,53.769153980000000,-2.419331082000000
504,BB14DS,53.769297040000000,-2.419544910000000
505,BB14DT,53.769967400000000,-2.420613623000000
506,BB14DU,53.769880360000000,-2.417229451000000
507,BB14DW,53.769207760000000,-2.416797976000000
508,BB14DX,53.770436020000000,-2.417690123000000
509,BB14DY,53.770658220000000,-2.418405416000000
510,BB14DZ,53.770921000000000,-2.420365236000000
511,BB14EA,53.770819580000000,-2.421092482000000
512,BB14EB,53.771319640000000,-2.422022999000000
513,BB14ED,53.770855630000000,-2.418498413000000
514,BB14EE,53.770843900000000,-2.416707988000000
515,BB14EF,53.769174340000000,-2.416069412000000
516,BB14EG,53.768096670000000,-2.423507767000000
517,BB14EH,53.766254410000000,-2.428480295000000
518,BB14EJ,53.766971370000000,-2.426545749000000
519,BB14EL,53.768696760000000,-2.421556709000000
520,BB14EN,53.767586690000000,-2.425383827000000
521,BB14EP,53.768287960000000,-2.420232718000000
522,BB14ER,53.762124890000000,-2.432093951000000
523,BB14ES,53.764689820000000,-2.421061451000000
524,BB14ET,53.763722960000000,-2.432595793000000
525,BB14EU,53.764855650000000,-2.425007297000000
526,BB14EX,53.763728790000000,-2.425951592000000
527,BB14EY,53.764270430000000,-2.425289609000000
528,BB14EZ,53.764717170000000,-2.423625000000000
530,BB14HA,53.764765850000000,-2.422442674000000
531,BB14HB,53.766374320000000,-2.420001210000000
532,BB14HD,53.766752330000000,-2.419853279000000
533,BB14HF,53.765981000000000,-2.419619988000000
534,BB14HG,53.762885790000000,-2.415172898000000
535,BB14HH,53.764305510000000,-2.417871957000000
536,BB14HJ,53.764219180000000,-2.416854728000000
537,BB14HL,53.765016290000000,-2.417666639000000
538,BB14HN,53.764231800000000,-2.415808143000000
539,BB14HP,53.765065770000000,-2.418941412000000
540,BB14HQ,53.764831980000000,-2.418969423000000
541,BB14HR,53.765923680000000,-2.417781842000000
542,BB14HS,53.766439420000000,-2.416800881000000
543,BB14HT,53.766678390000000,-2.417865192000000
544,BB14HU,53.766875540000000,-2.418034028000000
545,BB14HW,53.765551530000000,-2.416245955000000
546,BB14HX,53.767626490000000,-2.416615424000000
547,BB14HY,53.767589010000000,-2.417055009000000
548,BB14HZ,53.767213740000000,-2.416414115000000
549,BB14JA,53.766783430000000,-2.416091271000000
550,BB14JB,53.767316870000000,-2.415186299000000
551,BB14JD,53.766071400000000,-2.414066566000000
552,BB14JE,53.766915570000000,-2.414272096000000
553,BB14JF,53.766936690000000,-2.413362062000000
554,BB14JG,53.767390920000000,-2.414565025000000
555,BB14JH,53.767808080000000,-2.413491995000000
556,BB14JJ,53.767262970000000,-2.412576387000000
557,BB14JN,53.767946140000000,-2.412552747000000
558,BB14JQ,53.767821710000000,-2.414751323000000
559,BB14JR,53.767592800000000,-2.413368511000000
560,BB14JS,53.766288510000000,-2.411049782000000
561,BB14JT,53.763686230000000,-2.415029104000000
562,BB14JU,53.763624940000000,-2.414558245000000
563,BB14JW,53.767229520000000,-2.411847861000000
564,BB14JX,53.764481670000000,-2.413732349000000
565,BB14JY,53.764836000000000,-2.412795000000000
566,BB14JZ,53.768202600000000,-2.413768955000000
567,BB14LA,53.768443750000000,-2.414211293000000
568,BB14LB,53.772897160000000,-2.415560027000000
569,BB14LD,53.767938530000000,-2.417346726000000
570,BB14LJ,53.768726840000000,-2.415518817000000
571,BB14LL,53.769864190000000,-2.414119082000000
572,BB14LN,53.769360240000000,-2.414296178000000
